"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-01-24","5.14",",,W"," 1438",",,W"," 1401",",,W","0.00","T,,W,2400",,,,,"42",",,W","52",",,W","32",",,W",,,"  350",",,W","  350",",,W","16.1",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-01-25","6.26",",,W"," 2301",",,W"," 1742",",,W","0.05",",,W,2400",,,,,"49",",,W","55",",,W","43",",,W",,,"  260",",,W","  210",",,W","14.1",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-01-26","10.07",",,W"," 0826",",,W"," 0115",",,W","0.33",",,W,2400",,,,,"44",",,W","49",",,W","39",",,W",,,"  120",",,W","  300",",,W","19.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-01-27","5.37",",,W"," 1630",",,W"," 1419",",,W","0.00",",,W,2400",,,,,"47",",,W","58",",,W","35",",,W",,,"  300",",,W","  290",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-01-28","4.92",",,W"," 1513",",,W"," 1513",",,W","0.00",",,W,2400",,,,,"45",",,W","57",",,W","33",",,W",,,"  310",",,W","  320",",,W","13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-01-29","3.36",",,W"," 1723",",,W"," 1720",",,W","0.00",",,W,2400",,,,,"48",",,W","60",",,W","35",",,W",,,"  320",",,W","  330",",,W","8.9",",,W","10.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-01-30","6.93",",,W"," 1315",",,W"," 1314",",,W","0.07",",,W,2400",,,,,"50",",,W","63",",,W","37",",,W",,,"  210",",,W","  210",",,W","23.0",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-01-31","11.63",",,W"," 1630",",,W"," 1629",",,W","0.58",",,W,2400",,,,,"48",",,W","54",",,W","41",",,W",,,"  310",",,W","  310",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-01","5.59",",,W"," 1635",",,W"," 1714",",,W","0.00",",,W,2400",,,,,"45",",,W","56",",,W","34",",,W",,,"  310",",,W","  320",",,W","16.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-02","4.70",",,W"," 1527",",,W"," 1527",",,W","0.00",",,W,2400",,,,,"46",",,W","58",",,W","34",",,W",,,"  330",",,W","  330",",,W","16.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-03","3.80",",,W"," 2001",",,W"," 2005",",,W","0.00",",,W,2400",,,,,"49",",,W","60",",,W","37",",,W",,,"  330",",,W","  340",",,W","16.1",",,W","17.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-04","6.49",",,W"," 0955",",,W"," 1107",",,W","0.00",",,W,2400",,,,,"49",",,W","56",",,W","42",",,W",,,"  310",",,W","  340",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-05","4.70",",,W"," 1632",",,W"," 1636",",,W","0.00",",,W,2400",,,,,"47",",,W","58",",,W","36",",,W",,,"  330",",,W","  330",",,W","21.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-06","14.76",",,W"," 1745",",,W"," 1624",",,W","0.29",",,W,2400",,,,,"50",",,W","54",",,W","46",",,W",,,"  130",",,W","  120",",,W","23.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-07","7.16",",,W"," 1254",",,W"," 1254",",,W","0.28",",,W,2400",,,,,"55",",,W","58",",,W","51",",,W",,,"  340",",,W","  340",",,W","17.9",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-08","9.40",",,W"," 2347",",,W"," 2346",",,W","0.04",",,W,2400",,,,,"56",",,W","61",",,W","50",",,W",,,"  170",",,W","  150",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-09","13.65",",,W"," 0435",",,W"," 0434",",,W","0.66",",,W,2400",,,,,"49",",,W","58",",,W","39",",,W",,,"  180",",,W","  190",",,W","32.0",",,W","40.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-10","5.37",",,W"," 1703",",,W"," 1622",",,W","0.01",",,W,2400",,,,,"45",",,W","53",",,W","36",",,W",,,"  320",",,W","  320",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-11","3.36",",,W"," 1621",",,W"," 1417",",,W","0.00",",,W,2400",,,,,"46",",,W","61",",,W","31",",,W",,,"  330",",,W","  150",",,W","10.1",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-12","2.01",",,W"," 1614",",,W"," 2143",",,W","0.00",",,W,2400",,,,,"47",",,W","60",",,W","34",",,W",,,"  320",",,W","  280",",,W","8.1",",,W","8.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-13","5.59",",,W"," 1637",",,W"," 1636",",,W","0.09",",,W,2400",,,,,"50",",,W","61",",,W","38",",,W",,,"  340",",,W","  340",",,W","17.9",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-14","4.70",",,W"," 1507",",,W"," 1542",",,W","0.00",",,W,2400",,,,,"48",",,W","54",",,W","42",",,W",,,"  320",",,W","  320",",,W","16.1",",,W","17.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-15","4.47",",,W"," 1618",",,W"," 1616",",,W","0.00",",,W,2400",,,,,"48",",,W","57",",,W","38",",,W",,,"  300",",,W","  300",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-16","8.95",",,W"," 1523",",,W"," 1524",",,W","0.10",",,W,2400",,,,,"52",",,W","55",",,W","48",",,W",,,"  140",",,W","  140",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-17","4.70",",,W"," 1746",",,W"," 1745",",,W","0.12",",,W,2400",,,,,"58",",,W","65",",,W","50",",,W",,,"  340",",,W","  340",",,W","13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-18","5.82",",,W"," 1407",",,W"," 1406",",,W","0.13",",,W,2400",,,,,"52",",,W","59",",,W","45",",,W",,,"  330",",,W","  340",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-19","7.38",",,W"," 1257",",,W"," 1219",",,W","0.01",",,W,2400",,,,,"51",",,W","61",",,W","41",",,W",,,"  340",",,W","  330",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-20","5.37",",,W"," 1436",",,W"," 1456",",,W","0.48",",,W,2400",,,,,"49",",,W","57",",,W","40",",,W",,,"  180",",,W","  180",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-21","5.37",",,W"," 1629",",,W"," 0242",",,W","0.12",",,W,2400",,,,,"49",",,W","56",",,W","41",",,W",,,"  340",",,W","  310",",,W","11.0",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-22","6.93",",,W"," 1611",",,W"," 1106",",,W","0.00","T,,W,2400",,,,,"53",",,W","60",",,W","46",",,W",,,"  300",",,W","  320",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-23","4.70",",,W"," 1709",",,W"," 1656",",,W","0.00",",,W,2400",,,,,"52",",,W","64",",,W","39",",,W",,,"  320",",,W","  310",",,W","16.1",",,W","17.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-24","4.92",",,W"," 2019",",,W"," 2019",",,W","0.07",",,W,2400",,,,,"51",",,W","61",",,W","41",",,W",,,"  180",",,W","  180",",,W","17.9",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-25","7.38",",,W"," 1656",",,W"," 1656",",,W","0.20",",,W,2400",,,,,"51",",,W","58",",,W","43",",,W",,,"  290",",,W","  280",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-26","5.59",",,W"," 1730",",,W"," 1725",",,W","0.00",",,W,2400",,,,,"49",",,W","59",",,W","38",",,W",,,"  320",",,W","  310",",,W","16.1",",,W","17.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-27","3.58",",,W"," 1615",",,W"," 1509",",,W","0.00",",,W,2400",,,,,"54",",,W","68",",,W","40",",,W",,,"  320",",,W","  320",",,W","14.1",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-02-28","6.04",",,W"," 1719",",,W"," 1719",",,W","0.00",",,W,2400",,,,,"60",",,W","70",",,W","49",",,W",,,"  350",",,W","  340",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-01","8.50",",,W"," 1538",",,W"," 1555",",,W","0.00","T,,W,2400",,,,,"56",",,W","64",",,W","47",",,W",,,"  320",",,W","  320",",,W","19.9",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-02","6.04",",,W"," 2117",",,W"," 2116",",,W","0.00",",,W,2400",,,,,"57",",,W","72",",,W","41",",,W",,,"  140",",,W","  140",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-03","9.62",",,W"," 1544",",,W"," 1505",",,W","0.11",",,W,2400",,,,,"52",",,W","58",",,W","45",",,W",,,"  320",",,W","  330",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-04","10.07",",,W"," 1414",",,W"," 1433",",,W","0.00",",,W,2400",,,,,"49",",,W","57",",,W","41",",,W",,,"  320",",,W","  320",",,W","17.9",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-05","4.25",",,W"," 2015",",,W"," 2013",",,W","0.00",",,W,2400",,,,,"48",",,W","59",",,W","37",",,W",,,"  310",",,W","  300",",,W","11.0",",,W","13.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-06","6.49",",,W"," 1455",",,W"," 1807",",,W","0.00",",,W,2400",,,,,"49",",,W","56",",,W","42",",,W",,,"  300",",,W","  330",",,W","15.0",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-07","6.93",",,W"," 1511",",,W"," 1447",",,W","0.00",",,W,2400",,,,,"48",",,W","59",",,W","37",",,W",,,"  330",",,W","  320",",,W","21.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-08","10.74",",,W"," 1716",",,W"," 1715",",,W","0.13",",,W,2400",,,,,"49",",,W","54",",,W","44",",,W",,,"  140",",,W","  150",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-09","7.16",",,W"," 1041",",,W"," 1041",",,W","0.13",",,W,2400",,,,,"47",",,W","54",",,W","39",",,W",,,"  320",",,W","  320",",,W","21.0",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-10","4.47",",,W"," 1604",",,W"," 1556",",,W","0.00",",,W,2400",,,,,"46",",,W","56",",,W","36",",,W",,,"  310",",,W","  310",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-11","6.71",",,W"," 1723",",,W"," 1742",",,W","0.08",",,W,2400",,,,,"51",",,W","60",",,W","41",",,W",,,"  330",",,W","  340",",,W","17.9",",,W","19.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-12","5.37",",,W"," 1821",",,W"," 1717",",,W","0.00",",,W,2400",,,,,"49",",,W","61",",,W","37",",,W",,,"  330",",,W","  310",",,W","15.0",",,W","17.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-13","4.25",",,W"," 1513",",,W"," 1626",",,W","0.00",",,W,2400",,,,,"55",",,W","66",",,W","43",",,W",,,"  320",",,W","  350",",,W","17.9",",,W","21.9",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-14","8.05",",,W"," 1457",",,W"," 1456",",,W","0.60",",,W,2400",,,,,"50",",,W","56",",,W","43",",,W",,,"  310",",,W","  310",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-15","5.37",",,W"," 1746",",,W"," 1800",",,W","0.10",",,W,2400",,,,,"50",",,W","57",",,W","43",",,W",,,"  320",",,W","  340",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-16","6.71",",,W"," 1741",",,W"," 1739",",,W","0.00",",,W,2400",,,,,"55",",,W","60",",,W","49",",,W",,,"  340",",,W","  330",",,W","15.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-17","0.00",",,W",,," 1255",",,W","0.00",",,W,2400",,,,,"54",",,W","60",",,W","47",",,W",,,"    0",",,W","  340",",,W","13.0",",,W","15.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","SAN JOSE, CA US","37.35938","-121.92444","15.0","1999-03-18","10.29",",,W"," 1354",",,W"," 1332",",,W","0.00",",,W,2400",,,,,"54",",,W","62",",,W","46",",,W",,,"  210",",,W","  220",",,W","21.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
